PickupDropPointName,Latitude,Longitude,LocalityName,StatusCode
Vibgyor school Mgrpatta (L),18.518287,73.919219,Vibgyor school Mgrpatta (L),Active
Moshi - Bharat Mata Chowk (L),18.679398,73.849202,Moshi - Bharat Mata Chowk (L),Active
Charholi SaiTirupati Greens(L),18.645530,73.880308,Charholi SaiTirupati Greens(L),Active
Charholi Bk Tapkir Chowk (L),18.653991,73.884208,Charholi Bk Tapkir Chowk (L),Active
Charholi Phata signal (L),18.661756,73.886564,Charholi Phata signal (L),Active
Bus - Chovisawadi Fata,18.657350,73.885803,Charholi Phata signal (L),Active
Bus - Balaji Mandir (Alandi RD),18.646795,73.880812,Charholi Phata signal (L),Active
Charholi Sairaj Karayalay(L),18.666571,73.889265,Charholi Sairaj Karayalay(L),Active
Punawale-Koyate wasti Chowk(M),18.631094,73.737764,Punawale-Koyate wasti Chowk(M),Active
Lohegaon-PrideWorldCityOOB (L),18.622654,73.916062,Lohegaon-PrideWorldCityOOB (L),Active
Lohegaon - Jijau Chowk (L),18.602588,73.909658,Lohegaon - Jijau Chowk (L),Active
Wagholi-KhandveNGR ChowkOOB(L),18.572106,73.955183,Wagholi-KhandveNGR ChowkOOB(L),Active
Wagholi-Kesnand Phata OOB(L),18.581628,73.986726,Wagholi-Kesnand Phata OOB(L),Active
Mansavi Soci DattanagarOOB(L),18.449158,73.842182,Mansavi Soci DattanagarOOB(L),Active
Indrayni NGR-Vedant App Corner,18.631921,73.843070,Indrayni NGR-Vedant App Corner,Active
Khadki Ordnance FactoryClub(L),18.570516,73.862285,Khadki Ordnance FactoryClub(L),Active
PimpleSaudagar-ShivarGarden(S),18.595142,73.788132,PimpleSaudagar-ShivarGarden(S),Active
Wagholi-Pawarwasti stopOOB(VL),18.591017,73.949952,Wagholi-Pawarwasti stopOOB(VL),Active
Ambegaon Potdar Int School (L),18.455712,73.834406,Ambegaon Potdar Int School (L),Active
Marunji-VIBGYOR School (S),18.597091,73.728220,Marunji-VIBGYOR School (S),Active
Marunji-Muktai Park Corner (S),18.599221,73.729804,Marunji-Muktai Park Corner (S),Active
Marunji-Vinode NGR Chowk (S),18.601823,73.743419,Marunji-Vinode NGR Chowk (S),Active
Dapodi-ShitalaDevi Chowk,18.582328,73.829954,Dapodi-ShitalaDevi Chowk,Active
Keshavngr-RenukaDeviTemple(L),18.534843,73.945823,Keshavngr-RenukaDeviTemple(L),Active
Daffodils Society gate-OOB (M),18.6965502098,73.6878112887,Daffodils Society gate-OOB (M),Active
Marunji-Morya Properties (S),18.604860364,73.7277043216,Marunji-Morya Properties (S),Active
Marunji-BR Ambedkar Chowk(S),18.6125747656,73.7152183295,Marunji-BR Ambedkar Chowk(S),Active
Marunji-Sarkar Chowk (S),18.6154626142,73.715391818,Marunji-Sarkar Chowk (S),Active
Punawale-Savant Park Corner(S),18.6257479687,73.7254441533,Punawale-Savant Park Corner(S),Active
Punawale-DSK Kunjaban (S),18.6210875118,73.735619949,Punawale-DSK Kunjaban (S),Active
Kiwale-Lodha Belmondo-OOB (M),18.6648942949,73.7085014609,Kiwale-Lodha Belmondo-OOB (M),Active
Kiwale-Manapa Shala (S),18.6576580127,73.7221377373,Kiwale-Manapa Shala (S),Active
Talawade Rd-Huma Bakery (M),18.6738785998,73.7871588012,Talawade Rd-Huma Bakery (M),Active
Chikhli-Polite Harmony (M),18.6718153372,73.8001856699,Chikhli-Polite Harmony (M),Active
Chikhli-City Plus Hospital (M),18.6748941489,73.8050323791,Chikhli-City Plus Hospital (M),Active
Chikhli-NewaleVasti Corner (M),18.6760376166,73.8071693998,Chikhli-NewaleVasti Corner (M),Active
Chikhli-Krishna Veg (M),18.681348118,73.8083565134,Chikhli-Krishna Veg (M),Active
Chikhli-Main Bus Stop (M),18.6835782218,73.8144769111,Chikhli-Main Bus Stop (M),Active
Chikhli-Kudalwadi Corner (M),18.6740103874,73.8160178266,Chikhli-Kudalwadi Corner (M),Active
Chikhli-Savata Mali Uddyan (M),18.6681136896,73.8250583877,Chikhli-Savata Mali Uddyan (M),Active
Moshi-Goldfields Complex (L),18.6633975909,73.83037345,Moshi-Goldfields Complex (L),Active
Moshi-D Mart (L),18.6797256245,73.8367741022,Moshi-D Mart (L),Active
Chikhli-CityPrideSchool Cor(L),18.6809341322,73.8296544237,Chikhli-CityPrideSchool Cor(L),Active
Moshi-GandharvNagariBusStop(L),18.6506101064,73.850201967,Moshi-GandharvNagariBusStop(L),Active
Charholi-DabhadeSarkarChowk(L),18.6556843962,73.9015980493,Charholi-DabhadeSarkarChowk(L),Active
Lohegaon-ParkSpringSociety (L),18.6118122357,73.9115508403,Lohegaon-ParkSpringSociety (L),Active
Lohegaon-Golden Aura Corner(L),18.6156688576,73.9101142422,Lohegaon-Golden Aura Corner(L),Active
Lohegaon-Urban Homes CHS (L) ,18.6008735729,73.9196789188,Lohegaon-Urban Homes CHS (L),Active
Wagholi-Khandve Nagar Stop (L),18.5720831644,73.9551428263,Wagholi-Khandve Nagar Stop (L),Active
Hadapsar-15 Number Bus Stop(L),18.4990571619,73.9512007454,Hadapsar-15 Number Bus Stop(L),Active
Hadapsar-AmanoraPark Cricle(L),18.5185839856,73.9393733266,Hadapsar-AmanoraPark Cricle(L),Active
Bhekarai NGR-PMT Bus Stop (L),18.4835704201,73.9538781963,Bhekarai NGR-PMT Bus Stop (L),Active
Handewadi Chowk-Dmart Corn (L),18.4554156389,73.9327515482,Handewadi Chowk-Dmart Corn (L),Active
Bus - Handewadi chowk,18.455806,73.932829,Handewadi Chowk-Dmart Corn (L),Active
Undri-Bishop's school Chowk(L),18.4587551889,73.9121399611,Undri-Bishop's school Chowk(L),Active
Undri Chowk-Hanuman Mandir (L),18.4506378593,73.9163967264,Undri Chowk-Hanuman Mandir (L),Active
Sus Gaon-Post Office (S),18.5533321712,73.7540568032,Sus Gaon-Post Office (S),Active
Bavdhan-Opp Gloria Grace (S),18.507397682,73.7693827002,Bavdhan-Opp Gloria Grace (S),Active
Vighnaharta Garden(L),18.477249,73.925166,Vighnaharta Garden(L),Active
Handewadi Sriram Chowk(L),18.481606,73.931377,Handewadi Sriram Chowk(L),Active
Handewadi JSPM chowk (L),18.473206,73.931845,Handewadi JSPM chowk (L),Active
Handewadi Simplicity Gate(L),18.46564,73.934255,Handewadi Simplicity Gate(L),Active
Sasane Nagar Mamta Medical(L),18.490933,73.931997,Sasane Nagar Mamta Medical(L),Active
Manjari Serum Gate (L),18.510282,73.961644,Manjari Serum Gate (L),Active
KeshavNGR KRB Engineering(L),18.530336,73.943115,KeshavNGR KRB Engineering(L),Active
Bhekrai Kumar park Infinia(L),18.483837,73.956914,Bhekrai Kumar park Infinia(L),Active
Kale Padal Dreams Aakruti(L),18.479618,73.942587,Kale Padal Dreams Aakruti(L),Active
Shewalewadi BharatPetrolium(L),18.496937,73.967441,Shewalewadi BharatPetrolium(L),Active
Pisoli Sriram Chowk(L),18.449782,73.910766,Pisoli Sriram Chowk(L),Active
Hadapsar AmanoraPark Circle(L),18.518592,73.939516,Hadapsar AmanoraPark Circle(L),Active
Charholi Tanish Orchid Road(L),18.660189,73.894540,Charholi Tanish Orchid Road(L),Active
Wagholi IVY Estate Busstop(L),18.585550,73.993511,Wagholi IVY Estate Busstop(L),Active
Keshav Nagar Z Corner (L),18.526357,73.954907,Keshav Nagar Z Corner (L),Active
Kirkatwadi Phata (L),18.445521,73.788451,Kirkatwadi Phata (L),Active
Yewalewadi CNG Pump (L),18.442300,73.894133,Yewalewadi CNG Pump (L),Active
Shivane-Deshmukhwadi Stop (L),18.466872,73.779361,Shivane-Deshmukhwadi Stop (L),Active
Koregaon Park-German Bakery,18.539494,73.887378,Koregaon Park-German Bakery,Active
